date,store,category,item,sales,theft_event,theft_qty,stock
2024-02-18,Store A,Food,Frozen Seafood,5,False,0,537
2024-02-19,Store A,Food,Frozen Seafood,5,False,0,532
2024-02-20,Store A,Food,Frozen Seafood,6,False,0,526
2024-02-21,Store A,Food,Frozen Seafood,7,False,0,519
2024-02-22,Store A,Food,Frozen Seafood,3,False,0,516
2024-02-23,Store A,Food,Frozen Seafood,0,False,0,516
2024-02-24,Store A,Food,Frozen Seafood,0,False,0,516
2024-02-25,Store A,Food,Frozen Seafood,6,False,0,510
2024-02-26,Store A,Food,Frozen Seafood,4,False,0,506
2024-02-27,Store A,Food,Frozen Seafood,5,False,0,501
2024-02-28,Store A,Food,Frozen Seafood,3,False,0,498
2024-02-29,Store A,Food,Frozen Seafood,11,False,0,487
2024-03-01,Store A,Food,Frozen Seafood,5,False,0,482
2024-03-02,Store A,Food,Frozen Seafood,6,False,0,476
2024-03-03,Store A,Food,Frozen Seafood,4,False,0,472
2024-03-04,Store A,Food,Frozen Seafood,4,False,0,468
2024-03-05,Store A,Food,Frozen Seafood,3,False,0,465
2024-03-06,Store A,Food,Frozen Seafood,4,False,0,461
2024-03-07,Store A,Food,Frozen Seafood,3,False,0,458
2024-03-08,Store A,Food,Frozen Seafood,8,False,0,450
2024-03-09,Store A,Food,Frozen Seafood,6,False,0,444
2024-03-10,Store A,Food,Frozen Seafood,5,False,0,439
2024-03-11,Store A,Food,Frozen Seafood,4,False,0,435
2024-03-12,Store A,Food,Frozen Seafood,6,False,0,429
2024-03-13,Store A,Food,Frozen Seafood,9,False,0,420
2024-03-14,Store A,Food,Frozen Seafood,4,False,0,416
2024-03-15,Store A,Food,Frozen Seafood,2,False,0,414
2024-03-16,Store A,Food,Frozen Seafood,4,False,0,410
2024-03-17,Store A,Food,Frozen Seafood,4,False,0,406
2024-03-18,Store A,Food,Frozen Seafood,4,False,0,402
2024-03-19,Store A,Food,Frozen Seafood,7,False,0,395
2024-03-20,Store A,Food,Frozen Seafood,5,False,0,390
2024-03-21,Store A,Food,Frozen Seafood,4,False,0,386
2024-03-22,Store A,Food,Frozen Seafood,9,False,0,377
2024-03-23,Store A,Food,Frozen Seafood,6,False,0,371
2024-03-24,Store A,Food,Frozen Seafood,6,False,0,365
2024-03-25,Store A,Food,Frozen Seafood,5,False,0,360
2024-03-26,Store A,Food,Frozen Seafood,5,False,0,355
2024-03-27,Store A,Food,Frozen Seafood,4,False,0,351
2024-03-28,Store A,Food,Frozen Seafood,4,False,0,347
2024-03-29,Store A,Food,Frozen Seafood,5,False,0,342
2024-03-30,Store A,Food,Frozen Seafood,3,False,0,339
2024-03-31,Store A,Food,Frozen Seafood,3,False,0,336
2024-01-01,Store A,Food,Chocolate,7,False,0,793
2024-01-02,Store A,Food,Chocolate,4,False,0,789
2024-01-03,Store A,Food,Chocolate,6,False,0,783
2024-01-04,Store A,Food,Chocolate,3,False,0,780
2024-01-05,Store A,Food,Chocolate,5,False,0,775
2024-01-06,Store A,Food,Chocolate,3,False,0,772
2024-01-07,Store A,Food,Chocolate,6,False,0,766
2024-01-08,Store A,Food,Chocolate,7,False,0,759
2024-01-09,Store A,Food,Chocolate,2,False,0,757
2024-01-10,Store A,Food,Chocolate,2,False,0,755
2024-01-11,Store A,Food,Chocolate,5,False,0,750
2024-01-12,Store A,Food,Chocolate,9,False,0,741
2024-01-13,Store A,Food,Chocolate,6,False,0,735
2024-01-14,Store A,Food,Chocolate,6,False,0,729
2024-01-15,Store A,Food,Chocolate,7,False,0,722
2024-01-16,Store A,Food,Chocolate,3,False,0,719
2024-01-17,Store A,Food,Chocolate,6,False,0,713
2024-01-18,Store A,Food,Chocolate,3,False,0,710
2024-01-19,Store A,Food,Chocolate,4,False,0,706
2024-01-20,Store A,Food,Chocolate,3,False,0,703
2024-01-21,Store A,Food,Chocolate,2,False,0,701
2024-01-22,Store A,Food,Chocolate,2,False,0,699
2024-01-23,Store A,Food,Chocolate,4,False,0,695
2024-01-24,Store A,Food,Chocolate,5,False,0,690
2024-01-25,Store A,Food,Chocolate,6,False,0,684
2024-01-26,Store A,Food,Chocolate,4,False,0,680
2024-01-27,Store A,Food,Chocolate,7,False,0,673
2024-01-28,Store A,Food,Chocolate,3,False,0,670
2024-01-29,Store A,Food,Chocolate,4,False,0,666
2024-01-30,Store A,Food,Chocolate,2,False,0,664
2024-01-31,Store A,Food,Chocolate,2,False,0,662
2024-02-01,Store A,Food,Chocolate,5,False,0,657
2024-02-02,Store A,Food,Chocolate,4,False,0,653
2024-02-03,Store A,Food,Chocolate,5,False,0,648
2024-02-04,Store A,Food,Chocolate,5,False,0,643
2024-02-05,Store A,Food,Chocolate,6,False,0,637
2024-02-06,Store A,Food,Chocolate,1,False,0,636
2024-02-07,Store A,Food,Chocolate,6,False,0,630
2024-02-08,Store A,Food,Chocolate,5,False,0,625
2024-02-09,Store A,Food,Chocolate,6,False,0,619
2024-02-10,Store A,Food,Chocolate,5,False,0,614
2024-02-11,Store A,Food,Chocolate,4,False,0,610
2024-02-12,Store A,Food,Chocolate,4,False,0,606
2024-02-13,Store A,Food,Chocolate,4,False,0,602
2024-02-14,Store A,Food,Chocolate,7,False,0,595
2024-02-15,Store A,Food,Chocolate,5,False,0,590
2024-02-16,Store A,Food,Chocolate,6,False,0,584
2024-02-17,Store A,Food,Chocolate,8,False,0,576
2024-02-18,Store A,Food,Chocolate,6,False,0,570
2024-02-19,Store A,Food,Chocolate,5,False,0,565
2024-02-20,Store A,Food,Chocolate,8,False,0,557
2024-02-21,Store A,Food,Chocolate,5,False,0,552
2024-02-22,Store A,Food,Chocolate,3,False,0,549
2024-02-23,Store A,Food,Chocolate,4,False,0,545
2024-02-24,Store A,Food,Chocolate,5,False,0,540
2024-02-25,Store A,Food,Chocolate,4,False,0,536
2024-02-26,Store A,Food,Chocolate,2,False,0,534
2024-02-27,Store A,Food,Chocolate,9,False,0,525
2024-02-28,Store A,Food,Chocolate,1,False,0,524
2024-02-29,Store A,Food,Chocolate,9,False,0,515
2024-03-01,Store A,Food,Chocolate,4,False,0,511
2024-03-02,Store A,Food,Chocolate,2,False,0,509
2024-03-03,Store A,Food,Chocolate,6,False,0,503
2024-03-04,Store A,Food,Chocolate,6,False,0,497
2024-03-05,Store A,Food,Chocolate,10,False,0,487
2024-03-06,Store A,Food,Chocolate,5,False,0,482
2024-03-07,Store A,Food,Chocolate,7,False,0,475
2024-03-08,Store A,Food,Chocolate,2,False,0,473
2024-03-09,Store A,Food,Chocolate,3,False,0,470
2024-03-10,Store A,Food,Chocolate,2,False,0,468
2024-03-11,Store A,Food,Chocolate,2,False,0,466
2024-03-12,Store A,Food,Chocolate,5,False,0,461
2024-03-13,Store A,Food,Chocolate,6,False,0,455
2024-03-14,Store A,Food,Chocolate,5,False,0,450
2024-03-15,Store A,Food,Chocolate,3,False,0,447
2024-03-16,Store A,Food,Chocolate,3,False,0,444
2024-03-17,Store A,Food,Chocolate,6,False,0,438
2024-03-18,Store A,Food,Chocolate,3,False,0,435
2024-03-19,Store A,Food,Chocolate,5,False,0,430
2024-03-20,Store A,Food,Chocolate,8,False,0,422
2024-03-21,Store A,Food,Chocolate,2,False,0,420
2024-03-22,Store A,Food,Chocolate,4,False,0,416
2024-03-23,Store A,Food,Chocolate,7,False,0,409
2024-03-24,Store A,Food,Chocolate,5,False,0,404
2024-03-25,Store A,Food,Chocolate,11,False,0,393
2024-03-26,Store A,Food,Chocolate,3,False,0,390
2024-03-27,Store A,Food,Chocolate,3,False,0,387
2024-03-28,Store A,Food,Chocolate,6,False,0,381
2024-03-29,Store A,Food,Chocolate,3,False,0,378
2024-03-30,Store A,Food,Chocolate,2,False,0,376
2024-03-31,Store A,Food,Chocolate,3,False,0,373
2024-01-01,Store A,Food,Bacon,5,False,0,795
2024-01-02,Store A,Food,Bacon,3,False,0,792
2024-01-03,Store A,Food,Bacon,6,False,0,786
2024-01-04,Store A,Food,Bacon,4,False,0,782
2024-01-05,Store A,Food,Bacon,8,False,0,774
2024-01-06,Store A,Food,Bacon,4,False,0,770
2024-01-07,Store A,Food,Bacon,3,False,0,767
2024-01-08,Store A,Food,Bacon,4,False,0,763
2024-01-09,Store A,Food,Bacon,4,False,0,759
2024-01-10,Store A,Food,Bacon,5,False,0,754
2024-01-11,Store A,Food,Bacon,3,False,0,751
2024-01-12,Store A,Food,Bacon,6,False,0,745
2024-01-13,Store A,Food,Bacon,4,False,0,741
2024-01-14,Store A,Food,Bacon,4,False,0,737
2024-01-15,Store A,Food,Bacon,4,False,0,733
2024-01-16,Store A,Food,Bacon,9,False,0,724
2024-01-17,Store A,Food,Bacon,3,False,0,721
2024-01-18,Store A,Food,Bacon,3,False,0,718
2024-01-19,Store A,Food,Bacon,6,False,0,712
2024-01-20,Store A,Food,Bacon,4,False,0,708
2024-01-21,Store A,Food,Bacon,9,False,0,699
2024-01-22,Store A,Food,Bacon,5,False,0,694
2024-01-23,Store A,Food,Bacon,3,False,0,691
2024-01-24,Store A,Food,Bacon,3,False,0,688
2024-01-25,Store A,Food,Bacon,6,False,0,682
2024-01-26,Store A,Food,Bacon,8,False,0,674
2024-01-27,Store A,Food,Bacon,6,False,0,668
2024-01-28,Store A,Food,Bacon,4,False,0,664
2024-01-29,Store A,Food,Bacon,4,False,0,660
2024-01-30,Store A,Food,Bacon,3,False,0,657
2024-01-31,Store A,Food,Bacon,3,False,0,654
2024-02-01,Store A,Food,Bacon,4,False,0,650
2024-02-02,Store A,Food,Bacon,6,False,0,644
2024-02-03,Store A,Food,Bacon,6,False,0,638
2024-02-04,Store A,Food,Bacon,6,False,0,632
2024-02-05,Store A,Food,Bacon,6,False,0,626
2024-02-06,Store A,Food,Bacon,5,False,0,621
2024-02-07,Store A,Food,Bacon,5,False,0,616
2024-02-08,Store A,Food,Bacon,7,False,0,609
2024-02-09,Store A,Food,Bacon,2,False,0,607
2024-02-10,Store A,Food,Bacon,8,False,0,599
2024-02-11,Store A,Food,Bacon,5,False,0,594
2024-02-12,Store A,Food,Bacon,6,False,0,588
2024-02-13,Store A,Food,Bacon,6,False,0,582
2024-02-14,Store A,Food,Bacon,5,False,0,577
2024-02-15,Store A,Food,Bacon,10,False,0,567
2024-02-16,Store A,Food,Bacon,6,False,0,561
2024-02-17,Store A,Food,Bacon,6,False,0,555
2024-02-18,Store A,Food,Bacon,6,False,0,549
2024-02-19,Store A,Food,Bacon,7,False,0,542
2024-02-20,Store A,Food,Bacon,3,False,0,539
2024-02-21,Store A,Food,Bacon,6,False,0,533
2024-02-22,Store A,Food,Bacon,2,False,0,531
2024-02-23,Store A,Food,Bacon,2,False,0,529
2024-02-24,Store A,Food,Bacon,7,False,0,522
2024-02-25,Store A,Food,Bacon,3,False,0,519
2024-02-26,Store A,Food,Bacon,1,False,0,518
2024-02-27,Store A,Food,Bacon,7,False,0,511
2024-02-28,Store A,Food,Bacon,5,False,0,506
2024-02-29,Store A,Food,Bacon,6,False,0,500
2024-03-01,Store A,Food,Bacon,6,False,0,494
2024-03-02,Store A,Food,Bacon,4,False,0,490
2024-03-03,Store A,Food,Bacon,4,False,0,486
2024-03-04,Store A,Food,Bacon,7,False,0,479
2024-03-05,Store A,Food,Bacon,5,False,0,474
2024-03-06,Store A,Food,Bacon,5,False,0,469
2024-03-07,Store A,Food,Bacon,5,False,0,464
2024-03-08,Store A,Food,Bacon,5,False,0,459
2024-03-09,Store A,Food,Bacon,7,False,0,452
2024-03-10,Store A,Food,Bacon,7,False,0,445
2024-03-11,Store A,Food,Bacon,4,False,0,441
2024-03-12,Store A,Food,Bacon,5,False,0,436
2024-03-13,Store A,Food,Bacon,3,False,0,433
2024-03-14,Store A,Food,Bacon,4,False,0,429
2024-03-15,Store A,Food,Bacon,5,False,0,424
2024-03-16,Store A,Food,Bacon,4,True,2,418
2024-03-17,Store A,Food,Bacon,7,False,0,411
2024-03-18,Store A,Food,Bacon,4,False,0,407
2024-03-19,Store A,Food,Bacon,4,False,0,403
2024-03-20,Store A,Food,Bacon,4,False,0,399
2024-03-21,Store A,Food,Bacon,6,False,0,393
2024-03-22,Store A,Food,Bacon,7,False,0,386
2024-03-23,Store A,Food,Bacon,2,False,0,384
2024-03-24,Store A,Food,Bacon,9,False,0,375
2024-03-25,Store A,Food,Bacon,5,False,0,370
2024-03-26,Store A,Food,Bacon,1,False,0,369
2024-03-27,Store A,Food,Bacon,4,False,0,365
2024-03-28,Store A,Food,Bacon,10,False,0,355
2024-03-29,Store A,Food,Bacon,1,True,1,353
2024-03-30,Store A,Food,Bacon,7,False,0,346
2024-03-31,Store A,Food,Bacon,8,False,0,338
2024-01-01,Store A,Household,Razor Blades,6,False,0,794
2024-01-02,Store A,Household,Razor Blades,5,False,0,789
2024-01-03,Store A,Household,Razor Blades,9,False,0,780
2024-01-04,Store A,Household,Razor Blades,4,False,0,776
2024-01-05,Store A,Household,Razor Blades,3,False,0,773
2024-01-06,Store A,Household,Razor Blades,9,False,0,764
2024-01-07,Store A,Household,Razor Blades,11,False,0,753
2024-01-08,Store A,Household,Razor Blades,2,False,0,751
2024-01-09,Store A,Household,Razor Blades,2,False,0,749
2024-01-10,Store A,Household,Razor Blades,0,False,0,749
2024-01-11,Store A,Household,Razor Blades,7,False,0,742
2024-01-12,Store A,Household,Razor Blades,3,False,0,739
2024-01-13,Store A,Household,Razor Blades,6,False,0,733
2024-01-14,Store A,Household,Razor Blades,5,False,0,728
2024-01-15,Store A,Household,Razor Blades,4,False,0,724
2024-01-16,Store A,Household,Razor Blades,5,False,0,719
2024-01-17,Store A,Household,Razor Blades,9,False,0,710
2024-01-18,Store A,Household,Razor Blades,6,False,0,704
2024-01-19,Store A,Household,Razor Blades,2,False,0,702
2024-01-20,Store A,Household,Razor Blades,3,False,0,699
2024-01-21,Store A,Household,Razor Blades,5,False,0,694
2024-01-22,Store A,Household,Razor Blades,5,False,0,689
2024-01-23,Store A,Household,Razor Blades,7,False,0,682
2024-01-24,Store A,Household,Razor Blades,4,False,0,678
2024-01-25,Store A,Household,Razor Blades,6,False,0,672
2024-01-26,Store A,Household,Razor Blades,4,False,0,668
2024-01-27,Store A,Household,Razor Blades,7,False,0,661
2024-01-28,Store A,Household,Razor Blades,4,False,0,657
2024-01-29,Store A,Household,Razor Blades,5,False,0,652
2024-01-30,Store A,Household,Razor Blades,8,False,0,644
2024-01-31,Store A,Household,Razor Blades,3,False,0,641
2024-02-01,Store A,Household,Razor Blades,2,False,0,639
2024-02-02,Store A,Household,Razor Blades,6,False,0,633
2024-02-03,Store A,Household,Razor Blades,6,False,0,627
2024-02-04,Store A,Household,Razor Blades,5,False,0,622
2024-02-05,Store A,Household,Razor Blades,2,False,0,620
2024-02-06,Store A,Household,Razor Blades,3,False,0,617
2024-02-07,Store A,Household,Razor Blades,4,False,0,613
2024-02-08,Store A,Household,Razor Blades,4,False,0,609
2024-02-09,Store A,Household,Razor Blades,4,False,0,605
2024-02-10,Store A,Household,Razor Blades,8,False,0,597
2024-02-11,Store A,Household,Razor Blades,3,False,0,594
2024-02-12,Store A,Household,Razor Blades,5,False,0,589
2024-02-13,Store A,Household,Razor Blades,11,False,0,578
2024-02-14,Store A,Household,Razor Blades,3,False,0,575
2024-02-15,Store A,Household,Razor Blades,5,False,0,570
2024-02-16,Store A,Household,Razor Blades,3,False,0,567
2024-02-17,Store A,Household,Razor Blades,4,False,0,563
2024-02-18,Store A,Household,Razor Blades,7,False,0,556
2024-02-19,Store A,Household,Razor Blades,6,False,0,550
2024-02-20,Store A,Household,Razor Blades,4,False,0,546
2024-02-21,Store A,Household,Razor Blades,2,False,0,544
2024-02-22,Store A,Household,Razor Blades,6,False,0,538
2024-02-23,Store A,Household,Razor Blades,8,False,0,530
2024-02-24,Store A,Household,Razor Blades,2,False,0,528
2024-02-25,Store A,Household,Razor Blades,15,False,0,513
2024-02-26,Store A,Household,Razor Blades,5,False,0,508
2024-02-27,Store A,Household,Razor Blades,4,False,0,504
2024-02-28,Store A,Household,Razor Blades,5,False,0,499
2024-02-29,Store A,Household,Razor Blades,2,False,0,497
2024-03-01,Store A,Household,Razor Blades,4,False,0,493
2024-03-02,Store A,Household,Razor Blades,4,False,0,489
2024-03-03,Store A,Household,Razor Blades,1,False,0,488
2024-03-04,Store A,Household,Razor Blades,3,False,0,485
2024-03-05,Store A,Household,Razor Blades,7,False,0,478
2024-03-06,Store A,Household,Razor Blades,2,False,0,476
2024-03-07,Store A,Household,Razor Blades,5,False,0,471
2024-03-08,Store A,Household,Razor Blades,9,False,0,462
2024-03-09,Store A,Household,Razor Blades,7,True,1,454
2024-03-10,Store A,Household,Razor Blades,5,False,0,449
2024-03-11,Store A,Household,Razor Blades,7,False,0,442
2024-03-12,Store A,Household,Razor Blades,5,False,0,437
2024-03-13,Store A,Household,Razor Blades,5,False,0,432
2024-03-14,Store A,Household,Razor Blades,8,False,0,424
2024-03-15,Store A,Household,Razor Blades,5,False,0,419
2024-03-16,Store A,Household,Razor Blades,5,False,0,414
2024-03-17,Store A,Household,Razor Blades,5,False,0,409
2024-03-18,Store A,Household,Razor Blades,6,False,0,403
2024-03-19,Store A,Household,Razor Blades,5,False,0,398
2024-03-20,Store A,Household,Razor Blades,4,False,0,394
2024-03-21,Store A,Household,Razor Blades,7,False,0,387
2024-03-22,Store A,Household,Razor Blades,10,False,0,377
2024-03-23,Store A,Household,Razor Blades,6,False,0,371
2024-03-24,Store A,Household,Razor Blades,7,False,0,364
2024-03-25,Store A,Household,Razor Blades,6,False,0,358
2024-03-26,Store A,Household,Razor Blades,7,False,0,351
2024-03-27,Store A,Household,Razor Blades,5,False,0,346
2024-03-28,Store A,Household,Razor Blades,5,False,0,341
2024-03-29,Store A,Household,Razor Blades,5,False,0,336
2024-03-30,Store A,Household,Razor Blades,3,False,0,333
2024-03-31,Store A,Household,Razor Blades,6,False,0,327
2024-01-01,Store A,Household,Batteries,5,False,0,795
2024-01-02,Store A,Household,Batteries,4,False,0,791
2024-01-03,Store A,Household,Batteries,5,False,0,786
2024-01-04,Store A,Household,Batteries,4,False,0,782
2024-01-05,Store A,Household,Batteries,3,False,0,779
2024-01-06,Store A,Household,Batteries,4,False,0,775
2024-01-07,Store A,Household,Batteries,8,False,0,767
2024-01-08,Store A,Household,Batteries,6,False,0,761
2024-01-09,Store A,Household,Batteries,2,False,0,759
2024-01-10,Store A,Household,Batteries,1,False,0,758
2024-01-11,Store A,Household,Batteries,3,False,0,755
2024-01-12,Store A,Household,Batteries,5,False,0,750
2024-01-13,Store A,Household,Batteries,4,False,0,746
2024-01-14,Store A,Household,Batteries,6,False,0,740
2024-01-15,Store A,Household,Batteries,9,False,0,731
2024-01-16,Store A,Household,Batteries,3,False,0,728
2024-01-17,Store A,Household,Batteries,3,False,0,725
2024-01-18,Store A,Household,Batteries,3,False,0,722
2024-01-19,Store A,Household,Batteries,6,False,0,716
2024-01-20,Store A,Household,Batteries,5,False,0,711
2024-01-21,Store A,Household,Batteries,6,False,0,705
2024-01-22,Store A,Household,Batteries,7,False,0,698
2024-01-23,Store A,Household,Batteries,4,False,0,694
2024-01-24,Store A,Household,Batteries,6,False,0,688
2024-01-25,Store A,Household,Batteries,4,False,0,684
2024-01-26,Store A,Household,Batteries,7,False,0,677
2024-01-27,Store A,Household,Batteries,5,False,0,672
2024-01-28,Store A,Household,Batteries,5,False,0,667
2024-01-29,Store A,Household,Batteries,1,False,0,666
2024-01-30,Store A,Household,Batteries,8,False,0,658
2024-01-31,Store A,Household,Batteries,2,False,0,656
2024-02-01,Store A,Household,Batteries,3,False,0,653
2024-02-02,Store A,Household,Batteries,6,False,0,647
2024-02-03,Store A,Household,Batteries,7,False,0,640
2024-02-04,Store A,Household,Batteries,5,False,0,635
2024-02-05,Store A,Household,Batteries,6,False,0,629
2024-02-06,Store A,Household,Batteries,4,False,0,625
2024-02-07,Store A,Household,Batteries,3,False,0,622
2024-02-08,Store A,Household,Batteries,8,False,0,614
2024-02-09,Store A,Household,Batteries,4,False,0,610
2024-02-10,Store A,Household,Batteries,8,False,0,602
2024-02-11,Store A,Household,Batteries,3,False,0,599
2024-02-12,Store A,Household,Batteries,2,False,0,597
2024-02-13,Store A,Household,Batteries,4,False,0,593
2024-02-14,Store A,Household,Batteries,8,False,0,585
2024-02-15,Store A,Household,Batteries,4,False,0,581
2024-02-16,Store A,Household,Batteries,6,False,0,575
2024-02-17,Store A,Household,Batteries,3,False,0,572
2024-02-18,Store A,Household,Batteries,8,False,0,564
2024-02-19,Store A,Household,Batteries,2,False,0,562
2024-02-20,Store A,Household,Batteries,5,False,0,557
2024-02-21,Store A,Household,Batteries,2,False,0,555
2024-02-22,Store A,Household,Batteries,6,False,0,549
2024-02-23,Store A,Household,Batteries,3,False,0,546
2024-02-24,Store A,Household,Batteries,3,False,0,543
2024-02-25,Store A,Household,Batteries,5,False,0,538
2024-02-26,Store A,Household,Batteries,4,False,0,534
2024-02-27,Store A,Household,Batteries,4,False,0,530
2024-02-28,Store A,Household,Batteries,6,False,0,524
2024-02-29,Store A,Household,Batteries,6,False,0,518
2024-03-01,Store A,Household,Batteries,6,False,0,512
2024-03-02,Store A,Household,Batteries,7,False,0,505
2024-03-03,Store A,Household,Batteries,6,False,0,499
2024-03-04,Store A,Household,Batteries,5,False,0,494
2024-03-05,Store A,Household,Batteries,4,False,0,490
2024-03-06,Store A,Household,Batteries,9,False,0,481
2024-03-07,Store A,Household,Batteries,3,False,0,478
2024-03-08,Store A,Household,Batteries,8,False,0,470
2024-03-09,Store A,Household,Batteries,4,False,0,466
2024-03-10,Store A,Household,Batteries,3,False,0,463
2024-03-11,Store A,Household,Batteries,5,False,0,458
2024-03-12,Store A,Household,Batteries,9,False,0,449
2024-03-13,Store A,Household,Batteries,3,False,0,446
2024-03-14,Store A,Household,Batteries,9,False,0,437
2024-03-15,Store A,Household,Batteries,4,False,0,433
2024-03-16,Store A,Household,Batteries,3,False,0,430
2024-03-17,Store A,Household,Batteries,3,False,0,427
2024-03-18,Store A,Household,Batteries,5,False,0,422
2024-03-19,Store A,Household,Batteries,2,False,0,420
2024-03-20,Store A,Household,Batteries,7,False,0,413
2024-03-21,Store A,Household,Batteries,11,False,0,402
2024-03-22,Store A,Household,Batteries,3,False,0,399
2024-03-23,Store A,Household,Batteries,2,False,0,397
2024-03-24,Store A,Household,Batteries,10,False,0,387
2024-03-25,Store A,Household,Batteries,6,False,0,381
2024-03-26,Store A,Household,Batteries,3,False,0,378
2024-03-27,Store A,Household,Batteries,6,False,0,372
2024-03-28,Store A,Household,Batteries,9,False,0,363
2024-03-29,Store A,Household,Batteries,4,False,0,359
2024-03-30,Store A,Household,Batteries,5,False,0,354
2024-03-31,Store A,Household,Batteries,4,False,0,350
2024-01-01,Store A,Household,Paper Towels,3,False,0,797
2024-01-02,Store A,Household,Paper Towels,6,False,0,791
2024-01-03,Store A,Household,Paper Towels,4,False,0,787
2024-01-04,Store A,Household,Paper Towels,3,False,0,784
2024-01-05,Store A,Household,Paper Towels,2,False,0,782
2024-01-06,Store A,Household,Paper Towels,5,False,0,777
2024-01-07,Store A,Household,Paper Towels,3,False,0,774
2024-01-08,Store A,Household,Paper Towels,4,False,0,770
2024-01-09,Store A,Household,Paper Towels,6,False,0,764
2024-01-10,Store A,Household,Paper Towels,2,False,0,762
2024-01-11,Store A,Household,Paper Towels,4,False,0,758
2024-01-12,Store A,Household,Paper Towels,2,False,0,756
2024-01-13,Store A,Household,Paper Towels,5,False,0,751
2024-01-14,Store A,Household,Paper Towels,6,False,0,745
2024-01-15,Store A,Household,Paper Towels,4,False,0,741
2024-01-16,Store A,Household,Paper Towels,6,False,0,735
2024-01-17,Store A,Household,Paper Towels,4,False,0,731
2024-01-18,Store A,Household,Paper Towels,9,False,0,722
2024-01-19,Store A,Household,Paper Towels,3,False,0,719
2024-01-20,Store A,Household,Paper Towels,8,False,0,711
2024-01-21,Store A,Household,Paper Towels,2,False,0,709
2024-01-22,Store A,Household,Paper Towels,4,False,0,705
2024-01-23,Store A,Household,Paper Towels,4,False,0,701
2024-01-24,Store A,Household,Paper Towels,6,False,0,695
2024-01-25,Store A,Household,Paper Towels,3,False,0,692
2024-01-26,Store A,Household,Paper Towels,2,False,0,690
2024-01-27,Store A,Household,Paper Towels,5,False,0,685
2024-01-28,Store A,Household,Paper Towels,5,False,0,680
2024-01-29,Store A,Household,Paper Towels,6,False,0,674
2024-01-30,Store A,Household,Paper Towels,6,False,0,668
2024-01-31,Store A,Household,Paper Towels,2,False,0,666
2024-02-01,Store A,Household,Paper Towels,4,False,0,662
2024-02-02,Store A,Household,Paper Towels,9,False,0,653
2024-02-03,Store A,Household,Paper Towels,3,False,0,650
2024-02-04,Store A,Household,Paper Towels,8,False,0,642
2024-02-05,Store A,Household,Paper Towels,4,False,0,638
2024-02-06,Store A,Household,Paper Towels,8,False,0,630
2024-02-07,Store A,Household,Paper Towels,6,False,0,624
2024-02-08,Store A,Household,Paper Towels,3,False,0,621
2024-02-09,Store A,Household,Paper Towels,4,False,0,617
2024-02-10,Store A,Household,Paper Towels,4,False,0,613
2024-02-11,Store A,Household,Paper Towels,4,False,0,609
2024-02-12,Store A,Household,Paper Towels,7,False,0,602
2024-02-13,Store A,Household,Paper Towels,4,False,0,598
2024-02-14,Store A,Household,Paper Towels,2,False,0,596
2024-02-15,Store A,Household,Paper Towels,3,False,0,593
2024-02-16,Store A,Household,Paper Towels,1,True,1,591
2024-02-17,Store A,Household,Paper Towels,11,False,0,580
2024-02-18,Store A,Household,Paper Towels,5,False,0,575
2024-02-19,Store A,Household,Paper Towels,5,False,0,570
2024-02-20,Store A,Household,Paper Towels,6,False,0,564
2024-02-21,Store A,Household,Paper Towels,5,False,0,559
2024-02-22,Store A,Household,Paper Towels,1,False,0,558
2024-02-23,Store A,Household,Paper Towels,4,False,0,554
2024-02-24,Store A,Household,Paper Towels,5,False,0,549
2024-02-25,Store A,Household,Paper Towels,2,False,0,547
2024-02-26,Store A,Household,Paper Towels,4,False,0,543
2024-02-27,Store A,Household,Paper Towels,6,False,0,537
2024-02-28,Store A,Household,Paper Towels,3,True,2,532
2024-02-29,Store A,Household,Paper Towels,5,False,0,527
2024-03-01,Store A,Household,Paper Towels,5,False,0,522
2024-03-02,Store A,Household,Paper Towels,3,False,0,519
2024-03-03,Store A,Household,Paper Towels,2,False,0,517
2024-03-04,Store A,Household,Paper Towels,8,False,0,509
2024-03-05,Store A,Household,Paper Towels,5,False,0,504
2024-03-06,Store A,Household,Paper Towels,6,False,0,498
2024-03-07,Store A,Household,Paper Towels,4,False,0,494
2024-03-08,Store A,Household,Paper Towels,5,False,0,489
2024-03-09,Store A,Household,Paper Towels,5,False,0,484
2024-03-10,Store A,Household,Paper Towels,5,False,0,479
2024-03-11,Store A,Household,Paper Towels,2,False,0,477
2024-03-12,Store A,Household,Paper Towels,5,False,0,472
2024-03-13,Store A,Household,Paper Towels,2,False,0,470
2024-03-14,Store A,Household,Paper Towels,7,False,0,463
2024-03-15,Store A,Household,Paper Towels,3,False,0,460
2024-03-16,Store A,Household,Paper Towels,1,False,0,459
2024-03-17,Store A,Household,Paper Towels,7,False,0,452
2024-03-18,Store A,Household,Paper Towels,5,False,0,447
2024-03-19,Store A,Household,Paper Towels,6,False,0,441
2024-03-20,Store A,Household,Paper Towels,4,False,0,437
2024-03-21,Store A,Household,Paper Towels,7,False,0,430
2024-03-22,Store A,Household,Paper Towels,3,False,0,427
2024-03-23,Store A,Household,Paper Towels,10,False,0,417
2024-03-24,Store A,Household,Paper Towels,6,False,0,411
2024-03-25,Store A,Household,Paper Towels,5,False,0,406
2024-03-26,Store A,Household,Paper Towels,6,False,0,400
2024-03-27,Store A,Household,Paper Towels,2,False,0,398
